STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       4625;18870801;18870831;    5;  -999;   -999;   21.10;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18870901;18870930;    5;  -999;   -999;   17.10;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18871001;18871031;    5;  -999;   -999;    9.60;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18871101;18871130;    5;  -999;   -999;    6.30;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18871201;18871231;    5;  -999;   -999;    2.50;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18880101;18880131;    5;  -999;   -999;    1.50;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18880201;18880229;    5;  -999;   -999;   -0.20;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18880301;18880331;    5;  -999;   -999;    2.60;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18880401;18880430;    5;  -999;   -999;    8.80;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18880501;18880531;    5;  -999;   -999;   16.80;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18880601;18880630;    5;  -999;   -999;   20.40;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18880701;18880731;    5;  -999;   -999;   19.40;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18880801;18880831;    5;  -999;   -999;   19.90;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18880901;18880930;    5;  -999;   -999;   17.80;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18881001;18881031;    5;  -999;   -999;   10.40;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18881101;18881130;    5;  -999;   -999;    6.20;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18881201;18881231;    5;  -999;   -999;    3.90;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18890101;18890131;    5;  -999;   -999;   -0.10;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18890201;18890228;    5;  -999;   -999;    0.60;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18890301;18890331;    5;  -999;   -999;    3.90;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18890401;18890430;    5;  -999;   -999;   10.60;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18890501;18890531;    5;  -999;   -999;   21.80;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18890601;18890630;    5;  -999;   -999;   24.90;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18890701;18890731;    5;  -999;   -999;   21.20;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18890801;18890831;    5;  -999;   -999;   20.30;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18890901;18890930;    5;  -999;   -999;   15.90;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18891001;18891031;    5;  -999;   -999;   11.50;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18891101;18891130;    5;  -999;   -999;    6.20;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18891201;18891231;    5;  -999;   -999;    1.30;    -999;-999;-999;-999;-999;-999;-999;-999;-999;eor
       4625;18900101;18900131;    5;  5.97;   2.36;    4.84;    0.16;    3.65;   9.9;-999;  -7.6;-999;    5;    58.9;   11.3;eor
       4625;18900201;18900228;    5;  5.57;  -1.57;    0.70;   -3.86;    2.85;   3.3;-999;  -9.9;-999;    5;     4.1;    3.3;eor
       4625;18900301;18900331;    5;  5.41;   4.76;    8.74;    0.97;    3.55;  20.9;-999; -15.1;-999;    5;    31.0;    6.5;eor
       4625;18900401;18900430;    5;  5.43;   6.66;   10.59;    3.09;    2.82;  16.3;-999;  -1.6;-999;    5;    37.8;   10.3;eor
       4625;18900501;18900531;    5;  3.90;  13.18;   18.54;    8.67;    3.62;  27.8;-999;   3.5;-999;    5;   134.6;   76.0;eor
       4625;18900601;18900630;    5;  5.89;  13.94;   18.69;    9.72;    3.33;  26.6;-999;   3.3;-999;    5;    45.6;    8.1;eor
       4625;18900701;18900731;    5;  5.66;  15.61;   20.01;   11.38;    3.18;  29.9;-999;   6.7;-999;    5;    78.8;   22.6;eor
       4625;18900801;18900831;    5;  5.54;  16.24;   20.99;   12.45;    3.01;  27.1;-999;   6.8;-999;    5;    94.8;   18.6;eor
       4625;18900901;18900930;    5;  4.41;  13.82;   18.37;    9.95;    3.76;  25.6;-999;   4.9;-999;    5;     9.8;    4.1;eor
       4625;18901001;18901031;    5;  6.04;   8.12;   10.97;    5.32;    4.27;  17.9;-999;  -2.9;-999;    5;    48.1;   11.7;eor
       4625;18901101;18901130;    5;  6.57;   3.15;    5.40;    0.85;    3.03;   9.9;-999; -13.4;-999;    5;    30.7;   15.7;eor
       4625;18901201;18901231;    5;  5.35;  -4.32;   -2.22;   -6.63;    2.83;   2.1;-999; -16.0;-999;    5;     2.0;    1.0;eor
       4625;18910101;18910131;    5;  5.96;  -3.68;   -1.14;   -6.85;    3.23;   7.2;-999; -17.9;-999;    5;    41.5;   30.5;eor
       4625;18910201;18910228;    5;  4.75;   0.81;    3.41;   -1.80;    3.37;  10.6;-999;  -9.7;-999;    5;     6.7;    2.4;eor
       4625;18910301;18910331;    5;  5.98;   2.05;    5.25;   -0.42;    3.70;  12.9;-999;  -5.5;-999;    5;    50.9;    8.3;eor
       4625;18910401;18910430;    5;  5.67;   5.08;    8.51;    1.49;    3.39;  16.8;-999;  -1.9;-999;    5;    45.5;   10.3;eor
       4625;18910501;18910531;    5;  4.85;  12.29;   17.65;    7.14;    3.29;  23.8;-999;   0.1;-999;    5;    29.1;    6.5;eor
       4625;18910601;18910630;    5;  4.50;  14.37;   18.90;    9.53;    4.06;  27.8;-999;   4.5;-999;    5;    74.7;   32.1;eor
       4625;18910701;18910731;    5;  5.71;  17.06;   21.34;   12.79;    2.88;  25.8;-999;   9.8;-999;    5;    80.2;   21.2;eor
       4625;18910801;18910831;    5;  5.68;  14.87;   19.26;   11.30;    3.44;  27.8;-999;   8.3;-999;    5;   101.5;   18.6;eor
       4625;18910901;18910930;    5;  4.47;  14.50;   19.13;   10.52;    2.70;  25.7;-999;   5.2;-999;    5;    23.1;    7.0;eor
       4625;18911001;18911031;    5;  4.53;  10.55;   14.63;    7.13;    2.96;  23.0;-999;  -2.2;-999;    5;    20.1;    7.0;eor
       4625;18911101;18911130;    5;  6.70;   3.80;    5.80;    1.36;    2.81;  11.4;-999;  -2.9;-999;    5;    24.8;    5.2;eor
       4625;18911201;18911231;    5;  6.45;   2.35;    4.15;    0.17;    3.66;  11.9;-999;  -6.9;-999;    5;    65.1;    9.6;eor
       4625;18920101;18920131;    5;  5.83;  -2.36;   -0.35;   -4.97;    4.31;   8.8;-999; -17.2;-999;    5;    39.4;    9.2;eor
       4625;18920201;18920229;    5;  5.15;   0.50;    3.12;   -2.07;    3.60;   9.8;-999; -13.0;-999;    5;     8.8;    4.0;eor
       4625;18920301;18920331;    5;  4.75;   1.15;    5.02;   -2.46;    3.54;  15.9;-999;  -8.9;-999;    5;    22.9;   17.8;eor
       4625;18920401;18920430;    5;  4.09;   6.72;   12.19;    1.56;    3.55;  22.1;-999;  -2.2;-999;    5;    15.2;    7.4;eor
       4625;18920501;18920531;    5;  5.22;  12.04;   16.83;    6.59;    3.35;  34.1;-999;  -0.3;-999;    5;    44.1;   10.8;eor
       4625;18920601;18920630;    5;  5.55;  14.50;   19.67;    9.72;    3.55;  29.2;-999;   3.7;-999;    5;    55.7;   10.3;eor
       4625;18920701;18920731;    5;  5.14;  15.47;   20.60;   10.55;    3.17;  30.4;-999;   6.7;-999;    5;    25.9;    5.4;eor
       4625;18920801;18920831;    5;  4.99;  17.53;   23.06;   12.74;    3.55;  35.4;-999;   7.6;-999;    5;    45.3;   14.6;eor
       4625;18920901;18920930;    5;  5.47;  13.68;   17.75;    9.58;    2.72;  24.2;-999;   5.4;-999;    5;    54.5;   18.4;eor
       4625;18921001;18921031;    5;  6.10;   8.06;   11.13;    5.15;    3.68;  19.6;-999;  -2.2;-999;    5;    42.9;    9.5;eor
       4625;18921101;18921130;    5;  5.75;   2.24;    4.18;    0.03;    3.80;  13.7;-999;  -9.4;-999;    5;     7.1;    2.0;eor
       4625;18921201;18921231;    5;  6.45;  -0.98;    0.94;   -3.54;    3.24;   8.1;-999; -13.3;-999;    5;    34.3;    8.7;eor
       4625;18930101;18930131;    5;  5.68;  -7.20;   -4.07;  -11.38;    3.44;   4.2;-999; -23.4;-999;    5;    24.7;    8.5;eor
       4625;18930201;18930228;    5;  6.99;   1.17;    3.75;   -1.58;    3.80;   9.4;-999;  -9.4;-999;    5;    64.9;   29.4;eor
       4625;18930301;18930331;    5;  5.18;   4.06;    8.00;    0.36;    4.25;  15.4;-999;  -3.9;-999;    5;    21.4;    3.9;eor
       4625;18930401;18930430;    5;  4.16;   8.06;   13.81;    2.61;    3.17;  21.5;-999;  -2.5;-999;    5;     1.7;    1.1;eor
       4625;18930501;18930531;    5;  5.64;  11.95;   16.99;    6.99;    3.49;  27.0;-999;   1.6;-999;    5;    23.3;    8.2;eor
       4625;18930601;18930630;    5;  4.33;  15.81;   21.22;    9.93;    3.44;  30.1;-999;   4.9;-999;    5;    30.4;   12.2;eor
       4625;18930701;18930731;    5;  5.79;  17.66;   23.00;   12.53;    2.86;  31.4;-999;   8.9;-999;    5;    29.8;    8.0;eor
       4625;18930801;18930831;    5;  5.39;  17.30;   22.75;   12.50;    3.45;  34.3;-999;   7.8;-999;    5;    20.5;    5.4;eor
       4625;18930901;18930930;    5;  5.89;  11.99;   16.46;    7.99;    2.99;  21.4;-999;   2.0;-999;    5;    88.0;   14.5;eor
       4625;18931001;18931031;    5;  6.81;   9.96;   12.97;    7.25;    3.59;  22.3;-999;   0.1;-999;    5;    74.2;   28.0;eor
       4625;18931201;18931231;    5;  6.53;   1.54;    3.48;   -0.85;    3.54;  10.6;-999;  -7.6;-999;-999;-999;-999;eor
       4625;18940101;18940131;    5;  5.83;  -1.17;    0.94;   -3.56;    3.95;   6.7;-999; -18.0;-999;    5;    33.8;    5.8;eor
       4625;18940201;18940228;    5;  6.74;   2.38;    4.89;   -0.53;    4.88;  10.1;-999;  -7.7;-999;    5;    63.3;   11.8;eor
       4625;18940301;18940331;    5;  4.69;   5.22;    9.45;    1.49;    3.35;  18.3;-999;  -1.6;-999;    5;    44.7;   10.4;eor
       4625;18940401;18940430;    5;  5.53;   9.59;   14.39;    5.69;    2.96;  23.3;-999;   1.1;-999;    5;    11.8;    6.9;eor
       4625;18940501;18940531;    5;  5.80;  11.75;   16.82;    6.94;    3.09;  25.5;-999;   0.9;-999;    5;    22.8;   10.1;eor
       4625;18940601;18940630;    5;  6.47;  14.47;   18.80;   10.06;    3.53;  27.4;-999;   6.5;-999;    5;    99.2;   21.4;eor
       4625;18940701;18940731;    5;  5.58;  18.47;   24.17;   13.54;    3.19;  31.4;-999;   9.5;-999;    5;    42.8;    5.7;eor
       4625;18940801;18940831;    5;  6.39;  14.84;   19.18;   11.13;    3.05;  26.1;-999;   6.9;-999;    5;    53.4;    9.1;eor
       4625;18940901;18940930;    5;  5.03;  11.21;   16.02;    7.15;    3.07;  21.5;-999;   3.5;-999;    5;    52.4;   13.9;eor
       4625;18941001;18941031;    5;  6.43;   7.97;   10.85;    5.34;    3.58;  15.1;-999;   0.0;-999;    5;    65.8;   16.0;eor
       4625;18941101;18941130;    5;  7.13;   5.85;    7.90;    3.66;    3.80;  14.5;-999;  -2.6;-999;    5;    20.4;    7.0;eor
       4625;18941201;18941231;    5;  7.20;   1.43;    3.04;   -0.44;    3.23;   6.2;-999;  -5.6;-999;    5;    42.7;   15.4;eor
       4625;18950101;18950131;    5;  6.74;  -2.73;   -0.54;   -5.55;    3.12;   4.5;-999; -17.9;-999;    5;    50.9;   17.3;eor
       4625;18950201;18950228;    5;  6.91;  -5.19;   -2.47;   -8.31;    3.57;   2.1;-999; -20.2;-999;    5;    15.6;    3.3;eor
       4625;18950301;18950331;    5;  5.79;   1.73;    5.04;   -1.52;    3.17;  12.8;-999; -11.0;-999;    5;    38.3;   11.7;eor
       4625;18950401;18950430;    5;  5.16;   8.55;   13.24;    4.14;    2.95;  20.9;-999;  -2.3;-999;    5;    14.3;    6.4;eor
       4625;18950501;18950531;    5;  4.55;  13.01;   18.38;    7.80;    3.34;  29.5;-999;   2.5;-999;    5;    39.9;   11.7;eor
       4625;18950601;18950630;    5;  5.50;  15.90;   21.18;   10.77;    3.64;  28.5;-999;   4.6;-999;    5;    60.2;   24.5;eor
       4625;18950701;18950731;    5;  6.18;  16.77;   21.61;   12.52;    3.93;  28.7;-999;   8.0;-999;    5;    80.8;   13.9;eor
       4625;18950801;18950831;    5;  5.52;  16.76;   21.80;   12.78;    2.85;  32.6;-999;   7.8;-999;    5;    53.1;   12.0;eor
       4625;18950901;18950930;    5;  4.25;  14.97;   20.59;   10.55;    2.34;  29.5;-999;   6.1;-999;    5;    12.4;    7.8;eor
       4625;18951001;18951031;    5;  6.02;   7.33;   11.10;    4.27;    2.76;  22.6;-999;  -2.1;-999;    5;    62.3;   15.5;eor
       4625;18951101;18951130;    5;  5.97;   4.36;    7.07;    1.75;    3.58;  13.5;-999;  -8.4;-999;    5;    52.4;    8.3;eor
       4625;18951201;18951231;    5;  7.19;  -0.17;    1.48;   -2.24;    3.77;   8.9;-999; -10.5;-999;    5;    50.4;   11.7;eor
       4625;18960101;18960131;    5;  6.98;   0.41;    1.68;   -1.47;    3.52;   5.3;-999;  -7.0;-999;    5;    12.2;    6.2;eor
       4625;18960201;18960229;    5;  5.92;   1.06;    3.41;   -1.30;    4.36;   8.3;-999;  -9.5;-999;    5;     8.9;    4.3;eor
       4625;18960301;18960331;    5;  6.68;   5.44;    9.16;    2.15;    3.66;  21.9;-999;  -2.8;-999;    5;    68.2;   16.7;eor
       4625;18960401;18960430;    5;  6.84;   6.32;   10.24;    2.74;    2.64;  16.6;-999;  -1.2;-999;    5;    32.8;    5.9;eor
       4625;18960501;18960531;    5;  5.69;  10.90;   15.61;    6.08;    3.62;  21.9;-999;   1.4;-999;    5;    19.1;   12.4;eor
       4625;18960601;18960630;    5;  4.85;  17.97;   22.94;   12.62;    3.50;  30.4;-999;   6.6;-999;    5;    71.2;   18.3;eor
       4625;18960701;18960731;    5;  5.74;  17.74;   22.67;   13.36;    2.87;  30.5;-999;   8.1;-999;    5;    83.4;   20.7;eor
       4625;18960801;18960831;    5;  6.13;  14.92;   19.25;   11.34;    2.91;  24.1;-999;   6.9;-999;    5;    65.9;   12.0;eor
       4625;18960901;18960930;    5;  5.51;  12.96;   16.79;    9.83;    3.27;  20.7;-999;   4.1;-999;    5;    91.7;   24.4;eor
       4625;18961001;18961031;    5;  6.52;   9.43;   12.75;    6.48;    3.20;  21.4;-999;   1.9;-999;    5;    33.6;    6.6;eor
       4625;18961101;18961130;    5;  5.95;   1.46;    3.81;   -0.92;    3.55;   9.2;-999;  -7.5;-999;    5;    23.8;    5.4;eor
       4625;18961201;18961231;    5;  6.83;  -0.37;    0.93;   -2.15;    3.68;   4.8;-999;  -6.7;-999;    5;    34.1;    8.6;eor
       4625;18970101;18970131;    5;  7.34;  -3.22;   -1.29;   -5.01;    3.87;   6.0;-999; -12.5;-999;    5;    10.2;    3.2;eor
       4625;18970201;18970228;    5;  6.17;  -0.02;    2.56;   -2.91;    3.89;   9.4;-999; -12.5;-999;    5;     8.5;    7.3;eor
       4625;18970301;18970331;    5;  7.66;   4.47;    7.29;    1.90;    4.41;  13.8;-999;  -1.4;-999;    5;    73.9;    8.3;eor
       4625;18970401;18970430;    5;  5.79;   7.26;   11.91;    3.32;    3.47;  24.4;-999;  -1.6;-999;    5;    45.1;   11.4;eor
       4625;18970501;18970531;    5;  5.10;  11.11;   15.98;    6.67;    3.29;  24.6;-999;   1.2;-999;    5;    44.8;   12.1;eor
       4625;18970601;18970630;    5;  4.58;  17.56;   23.10;   11.65;    3.20;  30.5;-999;   4.6;-999;    5;    23.5;   11.6;eor
       4625;18970701;18970731;    5;  6.60;  16.21;   20.11;   12.39;    3.83;  27.0;-999;   7.1;-999;    5;    80.0;   18.0;eor
       4625;18970801;18970831;    5;  5.02;  18.05;   23.37;   13.74;    3.20;  29.5;-999;   9.5;-999;    5;    54.5;   15.3;eor
       4625;18970901;18970930;    5;  5.30;  12.34;   16.55;    9.05;    3.48;  22.0;-999;   4.7;-999;    5;    84.1;   21.2;eor
       4625;18971001;18971031;    5;  6.41;   7.66;   10.80;    5.09;    3.22;  17.6;-999;  -0.8;-999;    5;    24.8;   12.0;eor
       4625;18971101;18971130;    5;  6.11;   3.70;    6.10;    1.04;    4.15;  12.4;-999;  -6.4;-999;    5;    20.1;    6.0;eor
       4625;18971201;18971231;    5;  6.90;   2.41;    4.19;    0.37;    3.56;   9.1;-999;  -4.0;-999;    5;    27.2;    9.2;eor
       4625;18980101;18980131;    5;  7.41;   3.55;    5.25;    1.31;    4.38;  10.0;-999;  -2.9;-999;    5;    33.0;    7.3;eor
       4625;18980201;18980228;    5;  7.31;   2.11;    4.40;   -0.30;    4.39;  10.3;-999;  -7.4;-999;    5;    60.8;   13.0;eor
       4625;18980301;18980331;    5;  7.35;   2.93;    5.39;    0.62;    4.52;  11.0;-999;  -2.0;-999;    5;    78.1;   11.7;eor
       4625;18980401;18980430;    5;  6.69;   6.50;   10.15;    3.25;    4.01;  19.7;-999;  -0.9;-999;    5;    45.4;   14.0;eor
       4625;18980501;18980531;    5;  7.12;  10.81;   14.58;    6.95;    3.84;  26.4;-999;   2.5;-999;    5;    61.2;   16.5;eor
       4625;18980601;18980630;    5;  6.03;  15.10;   20.02;   10.00;    3.79;  25.4;-999;   4.1;-999;    5;    26.9;    8.1;eor
       4625;18980701;18980731;    5;  6.94;  13.92;   17.83;   10.24;    3.99;  22.5;-999;   6.5;-999;    5;    80.5;   20.1;eor
       4625;18980801;18980831;    5;  5.17;  17.92;   23.00;   13.08;    3.53;  31.9;-999;   8.4;-999;    5;    37.4;   21.5;eor
       4625;18980901;18980930;    5;  4.73;  13.93;   18.83;    9.58;    3.27;  29.5;-999;   4.9;-999;    5;    21.2;    5.9;eor
       4625;18981001;18981031;    5;  6.66;   8.00;   10.73;    5.25;    3.91;  16.9;-999;  -2.0;-999;    5;    34.4;    5.3;eor
       4625;18981101;18981130;    5;  7.02;   5.02;    7.42;    2.57;    3.43;  11.9;-999;  -3.0;-999;    5;    17.3;    9.2;eor
       4625;18981201;18981231;    5;  7.18;   4.27;    6.43;    1.74;    4.96;  10.6;-999;  -3.5;-999;    5;    47.0;   11.5;eor
       4625;18990101;18990131;    5;  6.43;   2.57;    4.52;    0.32;    4.05;  10.7;-999;  -7.0;-999;    5;    44.8;    9.5;eor
       4625;18990201;18990228;    5;  6.84;   2.73;    5.10;    0.41;    3.61;  16.2;-999;  -6.9;-999;    5;    36.5;   21.3;eor
       4625;19000101;19000131;    5;  7.12;   0.17;    2.49;   -1.85;    3.11;   8.0;-999; -14.2;-999;    5;-999;-999;eor
       4625;19000201;19000228;    5;  6.83;   0.37;    3.58;   -2.08;    3.07;  14.5;-999; -10.0;-999;    5;    29.0;    8.5;eor
       4625;19000301;19000331;    5;  5.74;   0.86;    4.53;   -1.85;    2.99;  14.4;-999;  -7.2;-999;    5;    17.8;    5.2;eor
       4625;19000401;19000430;    5;  5.32;   6.15;   10.34;    2.42;    2.97;  21.6;-999;  -3.3;-999;    5;    57.9;   12.2;eor
       4625;19000501;19000531;    5;  4.04;  11.11;   16.18;    6.31;    3.29;  25.9;-999;   1.2;-999;    5;    25.8;    4.8;eor
       4625;19000601;19000630;    5;  4.74;  16.29;   21.60;   11.54;    3.07;  28.3;-999;   7.5;-999;    5;    84.3;   26.9;eor
       4625;19000701;19000731;    5;  5.04;  18.90;   24.16;   13.87;    3.45;  32.5;-999;   7.4;-999;    5;    36.1;   12.1;eor
       4625;19000801;19000831;    5;  4.19;  16.85;   22.09;   12.58;    2.76;  30.9;-999;   7.8;-999;    5;    82.4;   29.8;eor
       4625;19000901;19000930;    5;  5.37;  13.96;   19.44;   10.06;    3.12;  25.2;-999;   6.3;-999;    5;    19.6;    5.4;eor
       4625;19001001;19001031;    5;  5.05;   8.99;   12.55;    6.16;    3.84;  22.8;-999;   0.5;-999;    5;    81.0;   11.8;eor
       4625;19001101;19001130;    5;  6.28;   4.83;    6.82;    2.71;    2.90;  11.3;-999;  -0.7;-999;    5;    15.5;    7.0;eor
       4625;19001201;19001231;    5;  6.77;   3.59;    5.64;    1.64;    3.98;   9.5;-999;  -4.6;-999;    5;    43.1;   11.3;eor
       4625;19010101;19010131;    5;  4.94;  -3.47;   -0.84;   -6.32;    3.41;   7.0;-999; -13.7;-999;    5;    40.1;   14.0;eor
       4625;19010201;19010228;    5;  5.90;  -3.22;   -0.42;   -6.66;    2.63;   5.4;-999; -18.4;-999;    5;    23.5;    3.9;eor
       4625;19010301;19010331;    5;  6.35;   1.83;    4.51;   -0.46;    3.18;  13.4;-999;  -4.7;-999;    5;    58.5;   13.9;eor
       4625;19010401;19010430;    5;  4.69;   7.37;   11.83;    3.33;    3.68;  20.4;-999;  -0.1;-999;    5;    69.5;   12.6;eor
       4625;19010501;19010531;    5;  3.99;  12.73;   17.62;    7.74;    2.63;  24.3;-999;   2.4;-999;    5;    46.6;   12.7;eor
       4625;19010601;19010630;    5;  4.88;  14.82;   19.30;   10.61;    2.98;  27.0;-999;   5.2;-999;    5;    39.0;   11.3;eor
       4625;19010701;19010731;    5;  3.99;  18.87;   24.47;   13.70;    2.07;  30.6;-999;  10.5;-999;    5;    89.7;   40.9;eor
       4625;19010801;19010831;    5;  4.26;  16.75;   21.68;   12.58;    2.66;  29.0;-999;   7.8;-999;    5;    30.2;    7.8;eor
       4625;19010901;19010930;    5;  3.49;  13.90;   18.77;    9.77;    2.82;  24.9;-999;   5.8;-999;    5;    26.9;   16.4;eor
       4625;19011001;19011031;    5;  5.52;  10.07;   13.58;    7.40;    2.34;  22.3;-999;   1.0;-999;    5;    42.6;    8.6;eor
       4625;19011101;19011130;    5;  5.75;   3.80;    6.69;    0.80;    3.30;  10.5;-999;  -4.0;-999;    5;    74.1;   11.5;eor
       4625;19011201;19011231;    5;  6.62;   0.77;    2.70;   -1.45;    3.12;  11.3;-999;  -9.0;-999;    5;    67.1;   19.3;eor
       4625;19020101;19020131;    5;  6.50;   3.36;    5.39;    1.18;    4.30;  10.1;-999;  -4.5;-999;    5;    64.0;    9.0;eor
       4625;19020201;19020228;    5;  4.80;  -2.86;    0.23;   -6.00;    2.28;   9.1;-999; -13.6;-999;    5;    12.9;    5.3;eor
       4625;19020301;19020331;    5;  6.53;   2.52;    5.56;   -0.33;    2.92;  11.3;-999;  -7.5;-999;    5;   101.5;   24.8;eor
       4625;19020401;19020430;    5;  4.66;   6.04;   10.55;    2.31;    2.94;  19.4;-999;  -1.5;-999;    5;    25.2;    6.1;eor
       4625;19020501;19020531;    5;  5.78;   8.68;   12.79;    4.42;    2.48;  28.3;-999;   0.1;-999;    5;    76.4;   13.7;eor
       4625;19020601;19020630;    5;  4.07;  15.14;   19.89;   10.17;    2.34;  28.8;-999;   6.0;-999;    5;    66.4;   22.1;eor
       4625;19020701;19020731;    5;  5.65;  14.57;   19.10;   10.39;    2.76;  26.3;-999;   6.2;-999;    5;    67.1;   16.5;eor
       4625;19020801;19020831;    5;  5.98;  13.90;   18.25;   10.14;    2.40;  24.1;-999;   6.0;-999;    5;    84.5;   18.2;eor
       4625;19020901;19020930;    5;  4.61;  11.36;   15.79;    7.94;    2.57;  26.5;-999;   1.5;-999;    5;    50.6;   14.3;eor
       4625;19021001;19021031;    5;  5.88;   7.29;   10.58;    4.43;    2.64;  18.7;-999;  -0.7;-999;    5;    35.6;   10.7;eor
       4625;19021101;19021130;    5;  4.65;   1.70;    4.29;   -1.02;    2.48;  11.6;-999;  -9.2;-999;    5;     8.0;    3.9;eor
       4625;19021201;19021231;    5;  5.74;  -1.28;    1.12;   -3.55;    3.21;   9.1;-999; -11.0;-999;    5;    40.6;    7.5;eor
       4625;19030101;19030131;    5;  5.70;   0.73;    2.91;   -1.51;    3.19;  10.0;-999; -11.5;-999;    5;    46.4;    7.8;eor
       4625;19030201;19030228;    5;  5.70;   3.76;    6.82;    0.80;    4.16;  11.6;-999;  -6.4;-999;    5;    74.1;   20.1;eor
       4625;19030301;19030331;    5;  5.03;   5.99;    9.78;    2.74;    3.19;  22.1;-999;  -1.0;-999;    5;    32.8;   10.9;eor
       4625;19030401;19030430;    5;  5.63;   4.83;    8.87;    1.74;    3.44;  17.2;-999;  -1.4;-999;    5;    58.3;   12.4;eor
       4625;19030501;19030531;    5;  5.21;  12.72;   17.75;    8.09;    2.57;  27.8;-999;   2.2;-999;    5;    16.3;    3.4;eor
       4625;19030601;19030630;    5;  4.67;  14.78;   19.49;    9.94;    2.61;  28.4;-999;   6.8;-999;    5;    59.9;   23.9;eor
       4625;19030701;19030731;    5;  5.46;  16.10;   21.11;   11.87;    2.65;  30.3;-999;   7.9;-999;    5;    45.2;   13.2;eor
       4625;19030801;19030831;    5;  6.05;  14.38;   18.69;   11.29;    3.48;  25.1;-999;   7.5;-999;    5;   129.3;   27.1;eor
       4625;19030901;19030930;    5;  4.31;  13.47;   18.24;    9.92;    2.67;  27.3;-999;   4.9;-999;    5;    88.6;   22.0;eor
       4625;19031001;19031031;    5;  5.81;   9.24;   12.70;    6.56;    3.46;  19.5;-999;   0.6;-999;    5;   106.4;   18.4;eor
       4625;19031101;19031130;    5;  6.41;   4.28;    6.23;    2.41;    2.88;  10.0;-999;  -2.6;-999;    5;    60.4;   13.3;eor
       4625;19031201;19031231;    5;  7.00;  -0.26;    1.16;   -1.35;    2.40;   4.3;-999;  -6.7;-999;    5;     7.7;    2.4;eor
       4625;19040101;19040131;    5;  6.54;  -0.69;    1.14;   -2.61;    2.85;   8.9;-999;  -9.6;-999;    5;    33.9;   11.1;eor
       4625;19040201;19040229;    5;  6.28;   0.77;    3.07;   -1.01;    3.14;   8.0;-999;  -6.5;-999;    5;    64.1;    9.6;eor
       4625;19040301;19040331;    5;  5.66;   2.62;    6.15;   -0.39;    3.05;  14.6;-999;  -6.4;-999;    5;    15.1;    9.4;eor
       4625;19040401;19040430;    5;  5.51;   7.65;   11.73;    3.80;    3.57;  23.7;-999;   0.1;-999;    5;    57.4;   10.7;eor
       4625;19040501;19040531;    5;  5.23;  11.34;   16.03;    6.76;    3.20;  26.9;-999;   2.0;-999;    5;    47.0;    8.3;eor
       4625;19040601;19040630;    5;  4.70;  14.47;   19.78;    9.74;    3.48;  26.5;-999;   6.5;-999;    5;    36.0;   17.7;eor
       4625;19040701;19040731;    5;  3.58;  17.35;   23.65;   11.67;    2.52;  34.9;-999;   7.4;-999;    5;    17.2;    4.5;eor
       4625;19040801;19040831;    5;  4.67;  15.94;   21.51;   11.33;    3.17;  33.5;-999;   7.6;-999;    5;    38.8;    6.5;eor
       4625;19040901;19040930;    5;  4.43;  12.90;   17.87;    9.10;    2.67;  25.1;-999;   4.1;-999;    5;    29.7;   12.1;eor
       4625;19041001;19041031;    5;  5.83;   7.88;   11.17;    5.11;    2.82;  19.8;-999;   0.2;-999;    5;    69.1;   16.9;eor
