"","X","profile_id","upper_depth","latitude","longitude","dsds","profile_layer_id","lower_depth","layer_name","sand_value_avg","silt_value_avg","clay_value_avg","bdfiod_value_avg","bdfiod_method","orgc_value_avg","totc_value_avg","orgc_sd","cstock_t.ha","landcover"
"280",4070,607329,0,39.10852051,-7.20599222,105,3112139,20,NA,NA,9.4,4.3,NA,NA,3.81,NA,0.39,82.4588137868596,"Cropland"
"286",4181,607335,0,39.42190933,-8.21483707,110,3112164,25,NA,NA,15.1,11.1,NA,NA,1.62,NA,1.30107647738325,49.6453062922992,"Tree cover"
"294",4324,607343,0,39.23825073,-7.33341122,40,3112197,20,NA,NA,16.5,6.8,NA,NA,2.345,NA,1.68998520703585,55.1809957972847,"Grassland"
"296",4332,607345,0,39.41592026,-8.46093082,60,3112201,20,NA,NA,10.7,5.1,NA,NA,3.95666666666667,NA,1.54403151954011,84.3452010456909,"Cropland"
"298",4345,607347,0,40.48291016,-8.43268394,100,3112206,20,NA,NA,23.6,40.4,NA,NA,0.83,NA,0.381837661840736,19.8535428638812,"Tree cover"
"299",4354,607348,0,40.88595963,-8.59495735,120,3112209,25,NA,NA,19.3,42.8,NA,NA,0.516666666666667,NA,0.128582010146573,15.7367716913383,"Cropland"
"58",1170,607107,0,39.05316162,-9.20909119,130,3111385,55,NA,NA,6.3,10.8,1.6,"{""1:sample type = not specified, calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C)""}",0.273333333333333,NA,0.0763762615825973,20.5834882512473,"Grassland"
"130",2205,607179,0,39.08639145,-9.27384567,18,3111646,18,NA,NA,16.6,12.6,NA,NA,3.29,NA,NA,64.3104882571464,"Grassland"
"131",2206,607180,0,39.08737183,-9.19610596,70,3111647,20,NA,NA,13,7.8,NA,NA,1.49333333333333,NA,1.075003875962,37.8457628859905,"Tree cover"
"132",2215,607181,0,39.37345123,-9.13432217,30,3111650,30,NA,NA,9.6,6.2,NA,NA,1.26,NA,NA,48.8559953615665,"Grassland"
"133",2216,607182,0,39.33332062,-9.26256847,87,3111651,30,NA,NA,21.9,45.5,1.13,"{""1:sample type = not specified, calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C)""}",0.65,NA,0.509116882454314,23.0556200287295,"Grassland"
"137",2270,607186,0,39.13652039,-9.04241562,130,3111665,30,NA,NA,19.2,12.2,NA,NA,1.91,NA,1.20208152801713,67.2909394211645,"Cropland"
"138",2286,607187,0,39.09595108,-9.22191334,110,3111669,25,NA,NA,18.7,8.4,NA,NA,2.675,NA,0.37476659402887,75.4903034107394,"Shrubland"
"141",2336,607190,0,39.08547974,-9.19544601,115,3111681,30,NA,NA,10.5,5.8,NA,NA,1.08,NA,0.410121933088198,42.4527973412827,"Tree cover"
"222",3398,607271,0,39.09151077,-9.27527237,27,3111957,27,NA,NA,16.7,10,NA,NA,2.5,NA,NA,77.0631265623503,"Cropland"
"228",3478,607277,0,39.02798843,-9.40958309,30,3111977,30,NA,NA,11.9,7.3,NA,NA,1.7,NA,NA,62.951116559696,"Cropland"
"232",3512,607281,0,39.06166077,-9.02337074,125,3111987,25,NA,NA,16.1,37.8,1.69,"{""1:sample type = not specified, calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C)""}",0.386666666666667,NA,0.453908948285153,12.1361872034513,"Bare/sparse vegetation"
"233",3521,607282,0,39.17063904,-9.32438946,120,3111990,30,NA,NA,7.7,47.4,NA,NA,0.226666666666667,NA,0.263881286440197,8.55095618000757,"Grassland"
